Customer_Index,tenure,MonthlyCharges,TotalCharges,Contract_One year,Contract_Two year,InternetService_Fiber optic,Churn_Probability,Risk_Tier,Churn_Actual,Churn_Predicted,Top_3_Drivers,Recommended_Action
274,15,19.65,270.6,1,0,0,0.08377557,Low Risk,0,0,TotalCharges (+0.241) | Contract_Two year (+0.225) | gender (+0.087),Standard engagement — monitor monthly
428,70,60.35,4138.7,1,0,0,0.08141985,Low Risk,0,0,PaymentMethod_Electronic check (+0.313) | PhoneService (+0.241) | Contract_Two year (+0.168),Standard engagement — monitor monthly
982,22,67.5,1544.05,1,0,0,0.08081364,Low Risk,1,0,Contract_Two year (+0.187) | PaperlessBilling (+0.082) | StreamingTV (+0.078),Standard engagement — monitor monthly
665,10,19.95,219.5,1,0,0,0.08032772,Low Risk,0,0,Contract_Two year (+0.203) | TotalCharges (+0.068) | OnlineBackup (+0.065),Standard engagement — monitor monthly
936,44,65.4,2774.55,1,0,0,0.07977713,Low Risk,0,0,PaymentMethod_Electronic check (+0.319) | Contract_Two year (+0.218) | StreamingTV (+0.063),Standard engagement — monitor monthly
171,63,68.8,4111.35,1,0,0,0.07918858,Low Risk,0,0,Contract_Two year (+0.213) | MultipleLines (+0.059) | PaymentMethod_Mailed check (+0.044),Standard engagement — monitor monthly
377,50,39.7,1932.75,0,1,0,0.079148054,Low Risk,0,0,PhoneService (+0.193) | OnlineSecurity (+0.142) | Contract_One year (+0.089),Standard engagement — monitor monthly
379,26,75.5,2018.1,1,0,1,0.07883059,Low Risk,0,0,Contract_Two year (+0.187) | InternetService_Fiber optic (+0.166) | TechSupport (+0.081),Standard engagement — monitor monthly
120,35,26.2,954.9,1,0,0,0.07874803,Low Risk,0,0,Contract_Two year (+0.173) | OnlineSecurity (+0.085) | MonthlyCharges (+0.059),Standard engagement — monitor monthly
1404,3,19.45,69.25,1,0,0,0.07804162,Low Risk,0,0,charges_per_tenure (+0.215) | Contract_Two year (+0.151) | PaperlessBilling (+0.088),Standard engagement — monitor monthly
219,39,45.05,1790.6,1,0,0,0.077443525,Low Risk,0,0,Contract_Two year (+0.211) | PhoneService (+0.184) | StreamingTV (+0.070),Standard engagement — monitor monthly
962,71,99.0,6994.6,0,1,1,0.07724276,Low Risk,0,0,PaymentMethod_Electronic check (+0.284) | InternetService_Fiber optic (+0.183) | MonthlyCharges (+0.176),Standard engagement — monitor monthly
295,64,86.8,5327.25,0,0,1,0.07711269,Low Risk,0,0,Contract_Two year (+0.267) | InternetService_Fiber optic (+0.252) | Contract_One year (+0.163),Standard engagement — monitor monthly
178,11,20.6,233.9,1,0,0,0.075634114,Low Risk,0,0,Contract_Two year (+0.199) | Partner (+0.102) | gender (+0.068),Standard engagement — monitor monthly
188,41,35.4,1412.4,1,0,0,0.0752543,Low Risk,0,0,PhoneService (+0.244) | Contract_Two year (+0.218) | TechSupport (+0.087),Standard engagement — monitor monthly
459,23,55.8,1327.85,1,0,0,0.0747145,Low Risk,0,0,Contract_Two year (+0.186) | OnlineSecurity (+0.054) | TechSupport (+0.032),Standard engagement — monitor monthly
1207,23,81.85,1810.85,1,0,1,0.07456568,Low Risk,0,0,Contract_Two year (+0.161) | InternetService_Fiber optic (+0.142) | MultipleLines (+0.065),Standard engagement — monitor monthly
573,61,89.2,5500.6,0,0,1,0.07444833,Low Risk,0,0,Contract_Two year (+0.318) | InternetService_Fiber optic (+0.257) | TechSupport (+0.157),Standard engagement — monitor monthly
1085,56,75.75,4284.65,1,0,0,0.07359172,Low Risk,0,0,Contract_Two year (+0.265) | StreamingMovies (+0.165) | StreamingTV (+0.095),Standard engagement — monitor monthly
630,51,81.15,4126.2,1,0,0,0.07346648,Low Risk,0,0,Contract_Two year (+0.239) | MultipleLines (+0.083) | PaymentMethod_Credit card (automatic) (+0.078),Standard engagement — monitor monthly
485,23,68.75,1689.45,1,0,0,0.073044315,Low Risk,0,0,Contract_Two year (+0.198) | StreamingMovies (+0.068) | PaperlessBilling (+0.060),Standard engagement — monitor monthly
1172,59,76.75,4541.9,1,0,0,0.07169202,Low Risk,0,0,Contract_Two year (+0.257) | StreamingMovies (+0.168) | StreamingTV (+0.059),Standard engagement — monitor monthly
1227,38,62.3,2354.8,1,0,0,0.071599476,Low Risk,1,0,Contract_Two year (+0.260) | StreamingMovies (+0.136) | TotalCharges (+0.120),Standard engagement — monitor monthly
671,44,61.9,2924.05,0,0,0,0.07095064,Low Risk,0,0,Contract_Two year (+0.278) | Contract_One year (+0.166) | OnlineSecurity (+0.072),Standard engagement — monitor monthly
1076,23,25.6,514.75,0,1,0,0.070719436,Low Risk,0,0,MultipleLines (+0.163) | Contract_One year (+0.078) | PaperlessBilling (+0.069),Standard engagement — monitor monthly
582,72,89.55,6448.85,0,1,0,0.07017099,Low Risk,0,0,SeniorCitizen (+0.625) | gender (+0.183) | TotalCharges (+0.182),Standard engagement — monitor monthly
819,3,26.4,121.25,0,1,0,0.0699758,Low Risk,0,0,PaperlessBilling (+0.150) | Contract_One year (+0.079) | charges_per_tenure (+0.074),Standard engagement — monitor monthly
1290,29,58.0,1734.5,1,0,0,0.06939763,Low Risk,0,0,Contract_Two year (+0.175) | PaymentMethod_Credit card (automatic) (+0.100) | gender (+0.035),Standard engagement — monitor monthly
216,41,50.05,2029.05,1,0,0,0.069082,Low Risk,0,0,Contract_Two year (+0.211) | OnlineSecurity (+0.067) | PaymentMethod_Mailed check (+0.045),Standard engagement — monitor monthly
559,64,81.25,5567.55,1,0,0,0.06870404,Low Risk,0,0,PaymentMethod_Electronic check (+0.309) | Contract_Two year (+0.206) | MultipleLines (+0.085),Standard engagement — monitor monthly
768,29,45.0,1242.45,0,0,0,0.068610616,Low Risk,0,0,Contract_Two year (+0.303) | Contract_One year (+0.185) | PhoneService (+0.157),Standard engagement — monitor monthly
1195,58,68.4,3972.25,1,0,0,0.067651674,Low Risk,0,0,PaymentMethod_Electronic check (+0.270) | Contract_Two year (+0.181) | MultipleLines (+0.095),Standard engagement — monitor monthly
365,55,50.55,2832.75,0,0,0,0.06756063,Low Risk,0,0,Contract_Two year (+0.226) | Contract_One year (+0.204) | PaymentMethod_Credit card (automatic) (+0.130),Standard engagement — monitor monthly
478,6,19.45,113.5,1,0,0,0.06724119,Low Risk,0,0,Contract_Two year (+0.195) | Partner (+0.096) | OnlineBackup (+0.077),Standard engagement — monitor monthly
659,9,20.1,190.25,1,0,0,0.06692505,Low Risk,0,0,Contract_Two year (+0.198) | OnlineSecurity (+0.073) | OnlineBackup (+0.064),Standard engagement — monitor monthly
1062,70,76.1,5264.25,0,1,0,0.066921905,Low Risk,0,0,TotalCharges (+0.256) | MultipleLines (+0.154) | PaymentMethod_Credit card (automatic) (+0.098),Standard engagement — monitor monthly
790,7,19.85,144.15,0,1,0,0.06669071,Low Risk,0,0,TotalCharges (+0.162) | MonthlyCharges (+0.151) | gender (+0.096),Standard engagement — monitor monthly
1304,48,60.35,2896.4,1,0,0,0.06603928,Low Risk,1,0,Contract_Two year (+0.209) | PaymentMethod_Credit card (automatic) (+0.141) | TotalCharges (+0.091),Standard engagement — monitor monthly
1157,67,81.35,5398.6,0,1,0,0.065857135,Low Risk,0,0,tenure (+0.182) | TotalCharges (+0.157) | TechSupport (+0.091),Standard engagement — monitor monthly
848,14,39.7,692.35,0,1,0,0.065589435,Low Risk,0,0,SeniorCitizen (+0.346) | PhoneService (+0.191) | Contract_One year (+0.111),Standard engagement — monitor monthly
961,2,19.85,35.9,1,0,0,0.06504359,Low Risk,1,0,Contract_Two year (+0.155) | Partner (+0.083) | OnlineBackup (+0.063),Standard engagement — monitor monthly
1084,25,25.5,630.6,0,1,0,0.06502949,Low Risk,0,0,MultipleLines (+0.207) | PaymentMethod_Credit card (automatic) (+0.092) | Contract_One year (+0.079),Standard engagement — monitor monthly
1236,25,19.15,477.6,0,0,0,0.06489846,Low Risk,0,0,Contract_Two year (+0.247) | Contract_One year (+0.241) | OnlineSecurity (+0.086),Standard engagement — monitor monthly
827,52,30.1,1623.4,1,0,0,0.06364014,Low Risk,0,0,PhoneService (+0.343) | Contract_Two year (+0.227) | OnlineSecurity (+0.126),Standard engagement — monitor monthly
1015,18,24.65,471.35,0,1,0,0.063502625,Low Risk,0,0,MultipleLines (+0.177) | Contract_One year (+0.113) | gender (+0.087),Standard engagement — monitor monthly
1384,69,60.8,4263.4,1,0,0,0.06285536,Low Risk,0,0,Contract_Two year (+0.226) | StreamingMovies (+0.178) | PhoneService (+0.178),Standard engagement — monitor monthly
876,68,85.5,5696.6,1,0,1,0.06230204,Low Risk,0,0,Contract_Two year (+0.242) | InternetService_Fiber optic (+0.189) | TechSupport (+0.108),Standard engagement — monitor monthly
1003,51,95.15,5000.05,1,0,1,0.062293705,Low Risk,0,0,InternetService_Fiber optic (+0.206) | MultipleLines (+0.134) | Contract_Two year (+0.095),Standard engagement — monitor monthly
1137,64,99.0,6375.8,0,1,1,0.060411245,Low Risk,0,0,InternetService_Fiber optic (+0.218) | MonthlyCharges (+0.126) | TechSupport (+0.113),Standard engagement — monitor monthly
355,71,116.1,8310.55,0,1,1,0.060363628,Low Risk,0,0,InternetService_Fiber optic (+0.199) | MonthlyCharges (+0.182) | MultipleLines (+0.109),Standard engagement — monitor monthly
441,34,26.1,980.35,0,1,0,0.05797125,Low Risk,0,0,TotalCharges (+0.108) | OnlineSecurity (+0.101) | Contract_One year (+0.084),Standard engagement — monitor monthly
319,69,79.45,5502.55,0,1,0,0.057813868,Low Risk,0,0,MultipleLines (+0.163) | PaymentMethod_Credit card (automatic) (+0.102) | StreamingTV (+0.057),Standard engagement — monitor monthly
1222,57,70.1,3913.3,1,0,0,0.05742133,Low Risk,1,0,Contract_Two year (+0.263) | TechSupport (+0.116) | StreamingMovies (+0.108),Standard engagement — monitor monthly
520,60,79.05,4663.4,0,0,0,0.057311762,Low Risk,0,0,Contract_Two year (+0.276) | StreamingTV (+0.070) | Contract_One year (+0.064),Standard engagement — monitor monthly
963,23,19.5,470.2,0,0,0,0.05721605,Low Risk,0,0,Contract_Two year (+0.251) | Contract_One year (+0.248) | OnlineSecurity (+0.091),Standard engagement — monitor monthly
787,71,116.25,8564.75,0,1,1,0.056896377,Low Risk,0,0,InternetService_Fiber optic (+0.178) | MultipleLines (+0.096) | StreamingTV (+0.096),Standard engagement — monitor monthly
1074,34,19.7,675.6,0,0,0,0.05651693,Low Risk,0,0,Contract_Two year (+0.258) | Contract_One year (+0.253) | MonthlyCharges (+0.216),Standard engagement — monitor monthly
1016,49,49.8,2398.4,0,1,0,0.05637041,Low Risk,0,0,SeniorCitizen (+0.226) | TotalCharges (+0.133) | TechSupport (+0.098),Standard engagement — monitor monthly
432,34,30.4,938.65,1,0,0,0.05636998,Low Risk,0,0,PhoneService (+0.323) | Contract_Two year (+0.207) | TotalCharges (+0.193),Standard engagement — monitor monthly
1371,22,20.55,469.85,0,0,0,0.05613904,Low Risk,0,0,PaymentMethod_Electronic check (+0.248) | Contract_Two year (+0.231) | Contract_One year (+0.194),Standard engagement — monitor monthly
1388,58,89.85,5125.75,1,0,1,0.056022096,Low Risk,0,0,SeniorCitizen (+0.266) | Contract_Two year (+0.202) | InternetService_Fiber optic (+0.135),Standard engagement — monitor monthly
67,23,20.3,470.6,0,0,0,0.055578265,Low Risk,0,0,Contract_Two year (+0.243) | Contract_One year (+0.228) | PaperlessBilling (+0.091),Standard engagement — monitor monthly
431,20,20.35,442.6,0,0,0,0.055538658,Low Risk,0,0,Contract_Two year (+0.269) | Contract_One year (+0.197) | OnlineSecurity (+0.080),Standard engagement — monitor monthly
43,71,97.65,6687.85,1,0,1,0.054744616,Low Risk,0,0,Contract_Two year (+0.186) | StreamingMovies (+0.173) | InternetService_Fiber optic (+0.155),Standard engagement — monitor monthly
40,44,61.5,2722.2,1,0,0,0.054255564,Low Risk,0,0,Contract_Two year (+0.235) | TechSupport (+0.113) | TotalCharges (+0.058),Standard engagement — monitor monthly
977,42,84.35,3571.6,0,1,0,0.05389123,Low Risk,0,0,MultipleLines (+0.119) | PaymentMethod_Credit card (automatic) (+0.106) | OnlineBackup (+0.052),Standard engagement — monitor monthly
2,54,20.1,1079.45,0,1,0,0.05222771,Low Risk,0,0,TotalCharges (+0.623) | tenure (+0.254) | Partner (+0.100),Standard engagement — monitor monthly
1143,72,73.45,5329.0,0,1,0,0.05211926,Low Risk,0,0,SeniorCitizen (+0.265) | MultipleLines (+0.145) | TechSupport (+0.109),Standard engagement — monitor monthly
645,41,25.25,996.45,0,0,0,0.051643983,Low Risk,0,0,Contract_Two year (+0.255) | Contract_One year (+0.195) | TotalCharges (+0.101),Standard engagement — monitor monthly
104,34,64.4,2088.75,1,0,0,0.05155616,Low Risk,1,0,Contract_Two year (+0.183) | gender (+0.067) | PaperlessBilling (+0.045),Standard engagement — monitor monthly
748,37,19.5,805.2,0,0,0,0.051447682,Low Risk,0,0,Contract_Two year (+0.277) | Contract_One year (+0.267) | MonthlyCharges (+0.093),Standard engagement — monitor monthly
1363,11,20.55,184.95,1,0,0,0.051375,Low Risk,0,0,Contract_Two year (+0.204) | Partner (+0.121) | OnlineSecurity (+0.072),Standard engagement — monitor monthly
518,9,18.95,185.6,0,0,0,0.05108199,Low Risk,1,0,Contract_Two year (+0.262) | Contract_One year (+0.205) | OnlineSecurity (+0.068),Standard engagement — monitor monthly
481,4,19.7,117.8,1,0,0,0.051008925,Low Risk,0,0,Contract_Two year (+0.165) | TechSupport (+0.056) | OnlineSecurity (+0.051),Standard engagement — monitor monthly
148,58,24.45,1513.6,0,1,0,0.05003606,Low Risk,0,0,tenure (+0.256) | MultipleLines (+0.108) | Contract_One year (+0.097),Standard engagement — monitor monthly
320,50,25.2,1306.3,1,0,0,0.049356673,Low Risk,0,0,PaymentMethod_Electronic check (+0.417) | Contract_Two year (+0.217) | SeniorCitizen (+0.158),Standard engagement — monitor monthly
291,60,97.2,5611.75,0,1,1,0.048440147,Low Risk,0,0,PaymentMethod_Electronic check (+0.277) | InternetService_Fiber optic (+0.186) | StreamingTV (+0.092),Standard engagement — monitor monthly
143,57,69.85,4003.0,0,1,0,0.048097722,Low Risk,0,0,SeniorCitizen (+0.414) | Contract_One year (+0.102) | StreamingTV (+0.063),Standard engagement — monitor monthly
1036,53,62.85,3419.5,1,0,0,0.04752824,Low Risk,0,0,Contract_Two year (+0.181) | tenure (+0.074) | PaymentMethod_Credit card (automatic) (+0.073),Standard engagement — monitor monthly
169,34,55.0,1885.15,1,0,0,0.047277078,Low Risk,0,0,Contract_Two year (+0.248) | TechSupport (+0.077) | MonthlyCharges (+0.026),Standard engagement — monitor monthly
913,14,19.35,324.8,1,0,0,0.046664942,Low Risk,0,0,Contract_Two year (+0.223) | TotalCharges (+0.096) | TechSupport (+0.061),Standard engagement — monitor monthly
672,48,29.5,1423.05,0,0,0,0.04641594,Low Risk,0,0,Contract_Two year (+0.257) | Contract_One year (+0.210) | PhoneService (+0.184),Standard engagement — monitor monthly
1032,21,53.15,1183.2,0,1,0,0.045397732,Low Risk,0,0,PhoneService (+0.191) | Contract_One year (+0.079) | StreamingTV (+0.071),Standard engagement — monitor monthly
400,52,19.35,1031.7,0,1,0,0.04504834,Low Risk,0,0,MonthlyCharges (+0.430) | TotalCharges (+0.269) | Contract_One year (+0.104),Standard engagement — monitor monthly
240,50,70.35,3533.6,0,1,1,0.044611607,Low Risk,0,0,InternetService_Fiber optic (+0.196) | Contract_One year (+0.118) | TechSupport (+0.114),Standard engagement — monitor monthly
1116,36,25.1,930.95,0,1,0,0.044493586,Low Risk,0,0,MultipleLines (+0.094) | Contract_One year (+0.090) | OnlineSecurity (+0.079),Standard engagement — monitor monthly
1359,17,19.55,280.85,1,0,0,0.043454703,Low Risk,0,0,Contract_Two year (+0.214) | TotalCharges (+0.080) | OnlineSecurity (+0.051),Standard engagement — monitor monthly
1365,60,79.0,4801.1,1,0,0,0.043085974,Low Risk,0,0,Contract_Two year (+0.242) | StreamingMovies (+0.169) | StreamingTV (+0.092),Standard engagement — monitor monthly
82,34,67.65,2339.3,0,1,0,0.039774075,Low Risk,0,0,TotalCharges (+0.148) | Contract_One year (+0.093) | gender (+0.089),Standard engagement — monitor monthly
738,15,19.65,332.65,1,0,0,0.039759416,Low Risk,0,0,Contract_Two year (+0.234) | TechSupport (+0.065) | OnlineBackup (+0.056),Standard engagement — monitor monthly
990,66,19.35,1240.8,0,1,0,0.03974774,Low Risk,0,0,MonthlyCharges (+0.412) | Contract_One year (+0.115) | TechSupport (+0.070),Standard engagement — monitor monthly
525,17,20.5,365.8,1,0,0,0.039630145,Low Risk,0,0,Contract_Two year (+0.206) | PaperlessBilling (+0.087) | TechSupport (+0.062),Standard engagement — monitor monthly
850,53,19.9,1110.05,0,1,0,0.039383207,Low Risk,0,0,tenure (+0.608) | TotalCharges (+0.427) | OnlineSecurity (+0.095),Standard engagement — monitor monthly
512,56,59.8,3457.45,0,1,0,0.038972687,Low Risk,0,0,TechSupport (+0.112) | Contract_One year (+0.053) | PaymentMethod_Mailed check (+0.040),Standard engagement — monitor monthly
1352,47,39.65,1798.65,1,0,0,0.03878011,Low Risk,0,0,PhoneService (+0.195) | Contract_Two year (+0.183) | Dependents (+0.072),Standard engagement — monitor monthly
911,70,89.75,6367.2,0,1,0,0.038455665,Low Risk,0,0,gender (+0.106) | MultipleLines (+0.106) | tenure (+0.103),Standard engagement — monitor monthly
592,57,53.35,3090.05,0,1,0,0.03840377,Low Risk,0,0,PhoneService (+0.132) | OnlineSecurity (+0.080) | Dependents (+0.074),Standard engagement — monitor monthly
224,52,50.95,2610.65,1,0,0,0.038391642,Low Risk,0,0,Contract_Two year (+0.165) | TechSupport (+0.118) | OnlineSecurity (+0.106),Standard engagement — monitor monthly
197,56,65.2,3512.15,1,0,0,0.03832133,Low Risk,0,0,Contract_Two year (+0.213) | TechSupport (+0.082) | MultipleLines (+0.060),Standard engagement — monitor monthly
812,70,72.95,5265.55,0,1,0,0.038195483,Low Risk,0,0,TotalCharges (+0.173) | MultipleLines (+0.051) | OnlineSecurity (+0.043),Standard engagement — monitor monthly
232,46,64.2,3009.5,0,1,0,0.037539653,Low Risk,0,0,TotalCharges (+0.146) | PaymentMethod_Credit card (automatic) (+0.105) | OnlineSecurity (+0.091),Standard engagement — monitor monthly
162,50,70.8,3478.15,1,0,0,0.037272215,Low Risk,0,0,Contract_Two year (+0.215) | PaymentMethod_Credit card (automatic) (+0.068) | StreamingTV (+0.049),Standard engagement — monitor monthly
1405,37,40.55,1390.85,0,1,0,0.03682393,Low Risk,0,0,PhoneService (+0.217) | Dependents (+0.054) | Contract_One year (+0.049),Standard engagement — monitor monthly
714,63,81.15,5224.5,1,0,1,0.03670059,Low Risk,0,0,Contract_Two year (+0.223) | InternetService_Fiber optic (+0.161) | TechSupport (+0.115),Standard engagement — monitor monthly
1349,52,75.4,3865.45,1,0,0,0.036135938,Low Risk,0,0,Contract_Two year (+0.288) | StreamingMovies (+0.191) | TechSupport (+0.106),Standard engagement — monitor monthly
81,27,19.15,537.35,0,0,0,0.03585869,Low Risk,0,0,Contract_One year (+0.249) | Contract_Two year (+0.234) | OnlineSecurity (+0.074),Standard engagement — monitor monthly
245,68,88.15,6148.45,0,1,0,0.034851685,Low Risk,0,0,PaymentMethod_Electronic check (+0.346) | tenure (+0.151) | TotalCharges (+0.086),Standard engagement — monitor monthly
153,60,65.85,3928.3,1,0,0,0.034670733,Low Risk,0,0,Contract_Two year (+0.210) | PaymentMethod_Mailed check (+0.039) | DeviceProtection (+0.038),Standard engagement — monitor monthly
737,40,40.25,1564.05,1,0,0,0.034171645,Low Risk,0,0,Contract_Two year (+0.211) | PhoneService (+0.193) | OnlineBackup (+0.029),Standard engagement — monitor monthly
1325,58,70.1,4048.95,0,1,0,0.033989184,Low Risk,0,0,StreamingTV (+0.083) | Partner (+0.070) | Contract_One year (+0.067),Standard engagement — monitor monthly
1201,55,57.55,3046.4,0,1,0,0.03388433,Low Risk,1,0,Contract_One year (+0.047) | PaymentMethod_Mailed check (+0.045) | TotalCharges (+0.031),Standard engagement — monitor monthly
1320,29,26.1,692.55,0,1,0,0.0335165,Low Risk,0,0,TotalCharges (+0.308) | OnlineSecurity (+0.087) | Contract_One year (+0.085),Standard engagement — monitor monthly
1357,72,108.3,7679.65,0,1,1,0.033429116,Low Risk,0,0,MonthlyCharges (+0.270) | TotalCharges (+0.216) | InternetService_Fiber optic (+0.185),Standard engagement — monitor monthly
33,66,63.3,4189.7,0,1,0,0.033267416,Low Risk,0,0,MultipleLines (+0.202) | TechSupport (+0.116) | OnlineSecurity (+0.115),Standard engagement — monitor monthly
146,55,77.8,4323.35,0,1,0,0.033252023,Low Risk,0,0,MultipleLines (+0.136) | TechSupport (+0.120) | OnlineSecurity (+0.104),Standard engagement — monitor monthly
54,23,91.1,2198.3,0,1,0,0.033135843,Low Risk,0,0,MultipleLines (+0.123) | gender (+0.121) | Contract_One year (+0.064),Standard engagement — monitor monthly
791,19,20.6,414.95,0,0,0,0.032976147,Low Risk,0,0,Contract_Two year (+0.266) | Contract_One year (+0.153) | TechSupport (+0.059),Standard engagement — monitor monthly
63,72,105.5,7611.55,0,1,1,0.032895576,Low Risk,0,0,MonthlyCharges (+0.400) | TotalCharges (+0.216) | InternetService_Fiber optic (+0.185),Standard engagement — monitor monthly
934,29,20.0,540.05,1,0,0,0.032649457,Low Risk,0,0,PaymentMethod_Electronic check (+0.321) | Contract_Two year (+0.162) | gender (+0.085),Standard engagement — monitor monthly
231,50,35.4,1748.9,1,0,0,0.032587476,Low Risk,0,0,PhoneService (+0.259) | Contract_Two year (+0.155) | Dependents (+0.066),Standard engagement — monitor monthly
1163,70,58.4,4113.15,1,0,0,0.03254774,Low Risk,0,0,PhoneService (+0.284) | Contract_Two year (+0.219) | StreamingMovies (+0.140),Standard engagement — monitor monthly
568,10,20.45,242.4,1,0,0,0.032449048,Low Risk,0,0,Contract_Two year (+0.197) | Partner (+0.092) | OnlineBackup (+0.068),Standard engagement — monitor monthly
556,14,19.7,263.65,0,1,0,0.03239105,Low Risk,0,0,TotalCharges (+0.159) | Contract_One year (+0.090) | gender (+0.088),Standard engagement — monitor monthly
981,8,20.85,161.65,0,1,0,0.03224101,Low Risk,0,0,Contract_One year (+0.101) | gender (+0.077) | OnlineBackup (+0.067),Standard engagement — monitor monthly
1302,71,71.0,5012.1,1,0,0,0.03222853,Low Risk,0,0,SeniorCitizen (+0.255) | Contract_Two year (+0.177) | StreamingTV (+0.073),Standard engagement — monitor monthly
1259,53,24.6,1279.0,0,1,0,0.03210796,Low Risk,0,0,tenure (+0.513) | OnlineSecurity (+0.101) | Partner (+0.093),Standard engagement — monitor monthly
1058,11,20.9,202.3,0,1,0,0.032042254,Low Risk,0,0,Contract_One year (+0.095) | gender (+0.091) | OnlineBackup (+0.069),Standard engagement — monitor monthly
1397,21,20.85,435.25,0,1,0,0.031676006,Low Risk,0,0,Contract_One year (+0.104) | gender (+0.080) | OnlineSecurity (+0.073),Standard engagement — monitor monthly
1284,72,105.6,7581.5,0,1,1,0.03155429,Low Risk,0,0,MonthlyCharges (+0.329) | TotalCharges (+0.254) | InternetService_Fiber optic (+0.182),Standard engagement — monitor monthly
879,24,24.2,609.05,0,1,0,0.031038769,Low Risk,0,0,MonthlyCharges (+0.207) | MultipleLines (+0.198) | OnlineSecurity (+0.091),Standard engagement — monitor monthly
1373,18,20.1,370.5,0,1,0,0.03031713,Low Risk,0,0,Contract_One year (+0.087) | OnlineSecurity (+0.051) | TechSupport (+0.045),Standard engagement — monitor monthly
995,66,66.9,4370.25,0,1,0,0.030115737,Low Risk,0,0,MultipleLines (+0.116) | Contract_One year (+0.090) | TechSupport (+0.055),Standard engagement — monitor monthly
164,71,111.25,7984.15,0,1,1,0.029987186,Low Risk,0,0,OnlineSecurity (+0.186) | InternetService_Fiber optic (+0.186) | PaymentMethod_Electronic check (+0.162),Standard engagement — monitor monthly
461,19,24.9,467.7,0,1,0,0.029772855,Low Risk,0,0,Contract_One year (+0.109) | MultipleLines (+0.095) | OnlineSecurity (+0.072),Standard engagement — monitor monthly
841,72,118.75,8672.45,0,1,1,0.029504009,Low Risk,0,0,InternetService_Fiber optic (+0.173) | MonthlyCharges (+0.145) | MultipleLines (+0.110),Standard engagement — monitor monthly
1240,44,54.05,2375.2,0,1,0,0.02917426,Low Risk,0,0,TotalCharges (+0.170) | PhoneService (+0.150) | Contract_One year (+0.066),Standard engagement — monitor monthly
235,70,80.6,5460.2,0,1,0,0.028493699,Low Risk,0,0,MultipleLines (+0.174) | StreamingTV (+0.057) | TotalCharges (+0.053),Standard engagement — monitor monthly
1374,55,69.05,3842.6,0,1,1,0.028289855,Low Risk,0,0,InternetService_Fiber optic (+0.203) | TechSupport (+0.131) | Contract_One year (+0.116),Standard engagement — monitor monthly
1276,66,91.7,6075.9,0,1,0,0.02822317,Low Risk,0,0,tenure (+0.250) | MultipleLines (+0.087) | StreamingTV (+0.074),Standard engagement — monitor monthly
598,56,24.15,1402.25,0,1,0,0.027634775,Low Risk,0,0,tenure (+0.271) | OnlineSecurity (+0.097) | Contract_One year (+0.095),Standard engagement — monitor monthly
1005,54,69.9,3883.3,0,0,0,0.027484365,Low Risk,0,0,Contract_Two year (+0.251) | Contract_One year (+0.138) | StreamingTV (+0.065),Standard engagement — monitor monthly
779,55,19.1,1001.5,1,0,0,0.02742813,Low Risk,0,0,tenure (+0.206) | Contract_Two year (+0.178) | TotalCharges (+0.096),Standard engagement — monitor monthly
1219,54,20.4,1090.6,0,1,0,0.02723595,Low Risk,0,0,TotalCharges (+0.569) | tenure (+0.377) | OnlineSecurity (+0.078),Standard engagement — monitor monthly
443,48,24.55,1203.95,1,0,0,0.027235104,Low Risk,0,0,TotalCharges (+0.221) | Contract_Two year (+0.204) | OnlineSecurity (+0.091),Standard engagement — monitor monthly
702,7,19.45,165.35,0,1,0,0.027117683,Low Risk,0,0,Contract_One year (+0.115) | OnlineBackup (+0.061) | OnlineSecurity (+0.056),Standard engagement — monitor monthly
864,47,40.3,1794.8,1,0,0,0.026361497,Low Risk,0,0,PaymentMethod_Electronic check (+0.343) | PhoneService (+0.260) | Contract_Two year (+0.127),Standard engagement — monitor monthly
477,48,70.1,3238.4,0,1,0,0.026135791,Low Risk,0,0,PaymentMethod_Credit card (automatic) (+0.112) | TechSupport (+0.102) | TotalCharges (+0.084),Standard engagement — monitor monthly
1194,71,95.15,6770.85,1,0,1,0.02592845,Low Risk,0,0,InternetService_Fiber optic (+0.145) | MultipleLines (+0.145) | Contract_Two year (+0.119),Standard engagement — monitor monthly
367,49,66.15,3199.0,0,1,0,0.025617635,Low Risk,0,0,tenure (+0.119) | OnlineSecurity (+0.088) | Contract_One year (+0.084),Standard engagement — monitor monthly
238,54,46.0,2424.05,0,1,0,0.025529983,Low Risk,0,0,PhoneService (+0.153) | OnlineSecurity (+0.089) | Contract_One year (+0.082),Standard engagement — monitor monthly
660,24,21.05,531.55,1,0,0,0.025254361,Low Risk,0,0,Contract_Two year (+0.159) | OnlineSecurity (+0.091) | gender (+0.058),Standard engagement — monitor monthly
60,25,35.05,844.45,0,1,0,0.025074543,Low Risk,0,0,PhoneService (+0.222) | Contract_One year (+0.104) | OnlineBackup (+0.059),Standard engagement — monitor monthly
1125,38,85.4,3297.0,0,1,0,0.024863483,Low Risk,0,0,OnlineBackup (+0.070) | StreamingTV (+0.050) | Contract_One year (+0.042),Standard engagement — monitor monthly
99,72,84.5,6130.85,0,1,1,0.024452556,Low Risk,0,0,InternetService_Fiber optic (+0.211) | MultipleLines (+0.177) | TechSupport (+0.157),Standard engagement — monitor monthly
